Bewertung_ID,Klinik_ID,Name_Klinik,Bewertung_Datum,Sternebewertung,Textuelle_Bewertung,Likes
110,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Meine Mutter wurde mit Oberschenkelhalsbruch am 2.8. eingeliefert und an ihrem 84. Geburtstag am 3.8.2019 operiert, neue Hüfte. 1 Woche Aufenthalt, nette Schwestern, kompetente Ärzte, super Zimmer, danach 3 Wochen Reha, heute läuft sie wieder wie ein junges Reh:-) Ich bin sehr dankbar, wie gut die OP durchgeführt wurde, die Hausärztin war begeistert, die Narbe ist kaum noch zu sehen, vielen Dank, wir waren sehr zufrieden!",0
111,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,5,"Wir waren jetzt mehrmals mit Familienangehörigen im neuen Klinikum Schaumburg in Vehlen und sind medizinisch dort immer bestens versorgt worden.
Ich lese hier häufig Rezessionen von Menschen die nur Besucher waren, etwas von dem Schwager eines Freundes gehört und für die Parkgebühren ausschlaggebender waren, als die Beurteilung einer medizinischen Behandlung !       Schade !
Ja, auch viele Laien sprechen hier von fehlender Fachkompetenz , weil sie mit Erkrankungen die Notaufnahme aufsuchen, die jeder Hausarzt hätte auch behandeln können und deshalb wieder nach Hause geschickt wurden. Und wenn man dann natürlich nicht sofort dran kommt, schreibt man eine negative Rezession.
Wir haben hier viele kompetente und freundliche Mitarbeiter, Schwestern / Pfleger und Ärzte angetroffen, die ihre Arbeit hoffentlich noch weiterhin so gut und mit Freude ausüben.

Danke",7
112,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 3 Jahren,1,"Nichts dazu gelernt.Ich habe es schon geahnt, das im neuen Krankenhaus sich nichts ändert. Wenn ich mich dort vorstelle und es wird eine Verdachtsdiagnose gestellt, dann nutzt man alle Mittel die einem zur Verfügung stehen, um eine Diagnose zu haben. Es sei den, die Ärzte haben jetzt schon einen Röntgenblick.Ich wurde nach Hause geschickt und soll in einer Woche, zur weiteren Abklärung und Diagnostik wieder kommen.Das kann und darf in einem Krankenhaus nicht sein. Macht so weiter und es wird sich von den Kosten nicht rechnen!!Mir reicht es!",16
113,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Es ist mir absolut unverständlich, wie die schlechten Bewertungen zustande kommen. Ich lag auf der Station W21 und war mit dem gesamten Aufenthalt wirklich sehr zufrieden! Es gibt nur 2-Bett Zimmer (oder 1-Bett) in diesem Krankenhaus und sie sind geräumig genug. Die Betten sind in alle Positionen elektrisch verstellbar und das Bad ist sehr geräumig und modern. Ein Flachbild-TV steht in allen Zimmern zu Verfügung.
Alle Krankenschwestern waren über das normale Maß hinaus immer hilfsbereit, freundlich, beantworteten ausführlich die Fragen der Patienten und waren auch für einen kleinen Spaß zu haben. Aber auch die Ärzte, Raumpflegerinnen und das Catering-Personal waren top!
Womit wir beim Essen angekommen sind: Dieses ist für ein Krankenhaus richtig lecker. Man kann Mittags zwischen sehr vielen Gerichten wählen und auch beim Frühstück und Abendbrot gibt es Wahlmöglichkeiten.
Meine OP ist auch bestens gelaufen, das Vorgespräch war ausführlich genug. Das Personal im OP-Wartebereich und hinterher im Aufwachraum war sehr nett und aufmerksam.
Fazit: Ich habe mich in diesem Krankenhaus rundum sehr wohl gefühlt und möchte mich ganz besonders bei dem Personal, mit denen ich Kontakt hatte, für den wirklich hervorragenden Service, die Hilfe und die netten Gespräche bedanken.
An alle, die hier schlecht bewertete haben: Vielleicht trifft ja auch bei vielen das Sprichwort ""Wie man in den Wald hineinruft so schallt es heraus"" zu?!",4
114,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Super informativer Infoabend für werdende Eltern. Man konnte sich schon alles anschauen.
Super netter Chefarzt und Hebammen die sie sich die Zeit genommen haben.",1
115,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Sehr guter Arzt.Kompetent und freundlich.
Gutes Schwesternteam.Schnelle Versorgung.
Alles gut.",1
116,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,1,"Ganz schlimmes Krankenhaus! Rate ich jedem von ab hinzugehen. Reine Zeitverschwendung und große Frechheit wie unfreundlich man aufgenommen wird. Wenn man keine Lust auf seinen Job hat sollte man es sein lassen und irgendwo arbeiten wo es letztendlich nicht um die Gesundheit anderer Menschen geht! Ich habe zuvor viel negatives über das Klinikum gehört aber bin dann letzte Nacht trotzdem dorthin, weil ich mir auch ein eigenes Bild machen wollte und es einfach am nahsten ist und man bei Schmerzen dann so schnell wie möglich in einem KH sein will! Ich habe es direkt bereut, ich hätte direkt nach Minden oder sogar Hannover fahren sollen. Manche Menschen verstehen halt nicht das sie nicht dafür geschaffen sind Arzt zu werden, weil ihnen dafür einfach die Empathie fehlt und diese Inkompetenz macht sich dann wie hier bemerkbar. Echt Klasse!!😉👏🏻🤪",7
117,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,3,"In erster Instanz gut, aber alle sind total überlastet. Jeder gibt sich Mühe, aber wenn man sich nicht traut etwas zu sagen, ist man verloren.
Dies gilt für Patienten und Angehörige!
Wenn Nachts um 3:00h nach einem Arzt geklingelt wird, kann man von Glück reden das er um 8:00h kommt 😐
Diese Klinik ist nicht zu empfehlen, weil das ganze Gemecker nicht von ungefähr ist.
Wie soll das noch enden?",12
118,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,1,"Katastrophe! Die Patienten bekommen Tütensuppen zum Mittag. Die Angestellten erhalten besseres Essen.
Es finden keine umfassenden Analysen statt und die Patienten werden so schnell wie möglich entlassen. Nach dem Motto: die schlimmste Symptome behandeln aber um die Ursachen kann sich jmd. anders kümmern. Hauptsache die Betten sind schnell wieder frei. Wir sind nach Minden geflohen...das war kurz vor knapp! Dort wurden die nötigen Untersuchungen sofort durchgeführt wodurch frühzeitig die notwendige OP angesetzt werden konnte.
Zudem ist das Krankenhaus viel zu klein ausgelegt. Es sollte drei kleinere Krankenhäuser ersetzen die nun geschlossen sind. Dabei hat es nicht mal so viele Betten in der Notaufnahme wie eines der kleineren alleine hatte zuvor.
Unglaublich wie das Gesundheitswesen monitarisiert wird und der Patient auf der Strecke bleibt!",9
119,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,4,Ich werde dort immer sehr gut und kompetent betreut. Bis auf 2 Na/Ja Schwestern sind alle wirklich total klasse genauso wie die Ärzte.,0
120,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,1,"Und schon wieder sehr enttäuscht von diesem Laden .
Der letzte Besuch endete fast in einer tödlichen blutvergiftung , da die Ärzte und Schwestern mich  trotz Not Einweisung erst am nächsten morgen Operiert haben . Der Grund war eine fehlende Unterschrift und das obwohl die Ärzte sahen was für schmerzen ich hatte ! Anschließend wurde ich mit einer hochschwangeren (ich hoch ansteckend ) in ein Zimmer gesteckt .
Jetzt bin ich schwanger und komme wegen akuten Beschwerden hier hin und fühle mich von dem Personal absolut nicht ernstgenommen und freundlich sind hier auch sehr wenige . Abgesehen davon beträgt die Wartezeit über 4std obwohl ich die einzige im Wartezimmer bin .

Fazit: zu wenig Ärzte auf Station, zu lange Wartezeiten und unfreundliches Personal. Nicht zu empfehlen, da fahre ich nächstes mal lieber nach Minden !",8
121,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Meine Tochter wurde nach einem Reitunfall mit dem RTW in die Notaufnahme gebracht und dort sehr zügig und kompetent behandelt. Auch die Anschlussbehandlung inklusive OP und stationärer Betreuung verlief reibungslos. Alle Ärzte und Schwestern waren absolut freundlich, sowohl zur Patientin, als auch zu mir als besorgtem Muttertier. Wir haben uns dort sehr gut aufgehoben gefühlt. Danke !",1
122,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,1,"Ich kann dieses Krankenhaus in keinerlei Weise nur annähernd weiterempfehlen! So schlecht habe ich mich bisher nirgendwo aufgehoben gefühlt. Das komplette Personal ist mehr als unfreundlich gewesen und meine Schmerzen direkt nach meiner Knie-OP wurden auch nicht ernst genommen. Als meine Freundin mir anschließend noch erzählte, wie mit ihr umgegangen wurde, als sie sich erkundigen wollte, wie es mir geht oder wo ich bin, war ich maßlos schockiert. Auf meine Bitte hin, wurde ihr nicht einmal Bescheid gegeben, wo ich mich befinde und wie mein jetziger Zustand ist. Ihr wurde wortwörtlich gesagt, dass sie aufhören soll nachzudenken, sich setzen soll und den Kopf ausmachen soll und ihren Mund am besten gleich mit schließen soll und aufhören soll  sie mit solchen Fragen zu nerven. Nach der Op wurde mit mir noch ein Gespräch geführt, wo ich ausdrücklich drum geben habe, bei diesem Gespräch nicht alleine zu sein. Wurde natürlich nicht berücksichtigt und dank der Vollnarkose konnte ich mich an dieses Gespräch nicht erinnern. Danach wurde mir ein Rezept für eine Schiene in die Hand gedrückt, welches ich innerhalb der nächsten Stunde besorgen soll. Diese Schiene war im Umkreis von 2 Stunden nicht zu erhalten, der Arzt war kurz nach der OP für Nachfragen schon nicht einmal mehr zu erreichen!!! Dementsprechend wurde ich mit Schmerzen und den kommenden Problemen komplett alleine gelassen. Da ich bereits operiert wurde, hätte man mein Bein für die Schiene nicht einmal richtig bemessen können. Bei den Vorsorge Terminen habe ich bereits gefragt, wie es mit einer Schiene aussieht, damit alles rechtzeitig erledigt werden kann. Da wurde dazu natürlich nichts gesagt. Unfreundlich und unfähig, mehr fällt mir zu dem entsprechendem Arzt und dem Personal nicht mehr ein!!!",9
123,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,5,"Ich musste Dienstag spätabends in die Notaufnahme. Nach 5 Minuten kam ich dran. Die Schwestern und der Arzt waren alle super freundlich, hilfsbereit und beruhigend. Es folgte ein dreitägiger Aufenthalt. Auch über die Station O32 kann ich nur positives berichten. Jeder Mitarbeiter unglaublich freundlich, es wurde sich sehr lieb um mich gekümmert und man hat mir ein Großteil des Unbehagens abgenommen, was so ein Krankenhausaufenthahlt mit sich bringt. Selbst nachts war die Schwester nach spätestens 5 Minuten bei mir, wenn ich Schmerzen hatte. Die Ärztin hat sich bei der Visite viel Zeit für mich genommen.
Es wurde mittags für mich auf der Station Suppe zubereitet, da ich das Krankenhausessen nicht essen konnte.
In diesem Klinikum hab ich mich wirklich gut aufgehoben gefühlt und ich kann die negativen Bewertung in keinster Weise nachvollziehen, ich hab selten einen so guten Service erlebt.",4
124,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,1,"Schlimmer geht's nicht ... 90 jährige alte Frau muss den ganzen Abend und Nacht in der Notaufnahme liegen mit über 39 Grad Fieber. Würde dann morgens nach Bad Pyrmont verlegt. Ungepflegt ohne Essen einfach abeachoben mit einer schweren Lungenentzündung aus Platzgründen. Kein hat uns bescheid gesagt. Angeblich wurde angerufen. Jedoch war kein verpasster Anruf auf dem Telefon ersichtlich. In Bad Pyrmont : pfleger waren nett haben sich gekümmert, waren selber Bestürzt und welchem Zustand  die arme alte Dame verlegt wurde.... Von der Behandlung in der Notaufnahme fehlen mir doe Worte.
Da kann man auch gleich zum Sterben zuhause Bleiben - so die Worte der 90 jährigen Frau! Sie möchte nie wieder in dieses Katastrophale Krankenhaus... Wie kann man Hilflose kranke Menschen nur so behandeln?

Jaja Personalmangel und kein Geld schwerer beruf etc. Aber ganz ehrlich, das rechtfertigt dich nicht das mit einrm Mensch so Respekt umgegangen wird!!!... Ich bin fassungslos unendlich verstehe die Welt nicht mehr..... Grausames Gesundheitssystem!",8
125,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Meine freundin ist zur Zeit im Krankenhaus .1,Es ist sehr sauber 2 .Alle sehr nett alles wurde Punkt für Punk besprochen .Das Essen sagte meine freundin auch sehr lecker . Best Note 1 .",1
126,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,5,War mit meiner 2 jährigen Tochter wegen einer aufgeplatzten Lippe in der Notaufnahme. Die Krankenschwestern und auch die Ärztin sind sehr herzlich mit meiner kleinen umgegangen und sie ist relativ schnell mit ihnen warm geworden und hat weder geweint noch hatte sie Angst. Alles bestens gelaufen.,3
127,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Trotz aller Kritik sollte man allen Ärzten und Pflegern danken, dass sie in Zeiten des Pflegenotstandes weiterhin versuchen, allem Gerecht zu werden! Mehr als arbeiten können sie auch nicht, auch sie sind nur Menschen und keine Maschinen.",4
128,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Notaufnahme fachlich sehr gut, kompetente, freundliche und auch aufmunternde Mitarbeiter, reibunslose Abläufe. Stationär wirklich freundliche Schwestern, ärztl. Betreuung ebenfalls gut, ich fühlte mich gut aufgehoben und gut versorgt. Danke an die Mitarbeiter!!",1
129,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,Ich war mit dem krankenhaus 100%zufrieden ganz besonders das Chirurgen Team  Herr Dr Jost Meyer hat meinen Sohn an der Hand operiert der zuvor in einer müllmaussprengfalle gepackt hat  die Hand sah nicht mehr aus wie eine Hand aber das Team der handchirugie Hand so gute Arbeit geleistet das die Hand wieder voll funktionstüchtig  ist.ich danke dem ganzen Team von Herzen.wieder dort immer wieder hin gehen.,1
130,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,Wir sagenein  Dankeschön für die liebe Betreuung fur alle Schwesterchen von der Station o31.Besonderen Dank an Fr.Mesa ! die Ärztin- die fachmannisch und liebevoll sich um Fr. Stips gekümmert hat.Ein vielen Dank auch an alle Ärzte!,0
131,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,5,"Habe eine neue Schulter bekommen. Muss sagen von der ersten Untersuchung bis zur Entlassung alles SUPER. Die Schwestern hilfsbereit ,das Essen gut( ,man ist nicht im 5 Sterne Hotel,) die Ärzte kompetent und herzlich, Sozialdienst hat mir sehr geholfen.",4
132,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,1,"Dieses ""Krankenhaus"" ist eine absolute Katastrophe. Trotz extrem starker Schmerzen und Einweisungsschein vom Hausarzt wird man wieder nach Hause geschickt. Begründung vom Arzt: ""Wir finden die Ursache nicht.""
Schön, dass man dann trotz heftiger Schmerzen quasi direkt vor die Tür gesetzt wird. Um dieses ""Krankenhaus"" werden wir künftig einen großen Bogen machen. Totale Zeitverschwendung. Note: 6-
Schön auch, dass man für das Parken zusätzlich bezahlen darf. Die Schranken müsste man einfach kaputtfahren!!! Saftladen!!!",18
133,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,1,"Fraglich...5 Stunden in der Notaufnahme am Tropf gelegen, es gab keinen Befund und auch kein freies Bett- Selbstentlassung.
Am Folgetag über den hausinternen Notdienst CT angeordnet, nicht durchführbar...kein Bett frei, es erfolgte eine Einweisung nach Minden...die waren ""Begeistert"" Vehlen sei verpflichtet Kapazitäten zu stellen.
Aufnahme erfolgt, CT Befund ergab Rippenfellentzündung.",3
134,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,5,Ich war am Samstag in der Notaufnahme und wurde sehr freundlich und relativ schnell behandelt... Musste dann nur leider weiter weil es dort keine Neurologie gibt... aber alles in allem waren alle total nett und hilfsbereit!,2
135,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Nettes Personal, sind super schnell dran gekommen und behandelt worden.",0
136,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,1,"Eines abends kam eine Schwester und zog mir meine Medikamente weg (aus dem Tropf), ""weil das besser sei"". Auf Nachfrage, was da gerade passiert: ""Das ist besser."" Ahja... die hatte keine Ahnung was ich gerade bekommen hatte, hauptsache rausziehen und mir irgendwas anderew geben. Beim Abendessen konnte ich dann nicht essen, weil die selbe Schwester mir das Essen servierte, die konnte ich schlecht fragen, ob sie mir die Leberwurst aufmacht, obwohl ich angegeben habe, dass ich Vegetarier bin.. Sogar doppelte Portion Fleisch hat man mir bestellt, als ob man mich als Patient schikanieren wollte (habe zu wenig gewiegt), nicht dolle, kein Grund gleich doppelt Fleisch zu bestellen. Wochen später habe ich mir den Fuß gebroch, nach Hause kam eine Rechnung über Krücken, die ich nie erhalten habe, mir wurde nicht Mal gesagt, dass ich Krücken bräuchte. Wer krank ist oder Hilfe eines Arztes braucht: Bloß nicht hier her kommen!",4
137,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,3,Naja die negativen Rezensionen kann man teilweise nachvollziehen meine Tochter hat eigentlich nur eine kleine Verstauchung wie sich herausgestellt hat aber es hat knapp 4 Stunden gebraucht um es festzustellen.,0
138,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,5,Mein Sohn wurde sehr liebevoll behandelt. Ein wirklich tolles Team in der Notaufnahme. Vielen lieben Dank,2
139,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,1,Eine reine Katastrophe. Personal total unfreundlich. Gleich beim rein kommen an der Rezeption wurde man unhöflich und mit einem Ton angepampt. Wenn man kein Bock hat auf seinen Job dann sollte man es lassen. Sowas geht gar nicht!,11
140,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,"Patientin Gabriele Bertram: Ich bin in der Notaufnahme sehr schnell drangekommen und bin ausführlich von einem sehr freundlichen Arzt untersucht worden. Noch am gleichen Tag fand die kleine OP unter Vollnarkose statt, Aufklärung zur Narkose war ebenfalls freundlich und kompetent. Das OP-Team war super freundlich, entspannt und hat mir vorm ""Einschlafen"" meine Aufregung genommen. Auf der Station ging es nach der OP am ersten Tag ein wenig durcheinander zu, aber trotzdem war das gesamte Personel freundlich und hilfsbereit. ""So wie man in den Wald ruft, schallt es auch heraus"" ;-) Vielen Dank für die Pflege und Unterstützung an das gesamte Team vom Klinikum Schaumburg, das mich betreut hat!",0
141,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,1,"Willst du mal die Hölle seh'n
Brauchst du nur nach Vehlen geh'n

Gern würde ich negative Sterne vergeben",7
142,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,1,"Freundin hatte einen unverschuldeten Verkehrsunfall. Leider wurde sie danach nach Vehlen ins Klinikum gebracht. Für ein einfaches Attest benötigte man dort  über 5 Wochen. Die gegnerische Versicherung hat Fragen zu den Unfallfolgen, da diese widersprüchlich angegeben wurden. Im Oktober fragte diese das erste mal an. Im November und Dezember nochmal. Immer noch keine Antwort von den Ärzten bekommen, sodass wir nun über 7 Monaten noch keine Entschädigung in absehbarer Zeit erwarten können, weil dort nichts passiert und scheinbar Chaos herrscht.",8
143,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,1,"Dieses Krankenhaus bzw die ZNA  kann man nur als absolute Katastrophe bezeichnen.  Egal wann ich dort war, gab es immer nur unfreundliches und unmotiviertes Personal. Das diese Einrichtung ein Ev. im Namen trägt, ist ein schlechter Scherz. Mit dem  Leitgedankenu dem Grundsatz der christlichen Nächstenliebe, hat diese Einrichtung jedenfalls nichts zu tun.",8
144,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,5,"Super Krankenhaus!
Bin momentan stationär hier. Alles super lieb.
Die Stationsschwester “Sarah” - ich glaube jeden falls, dass sie es ist - ist sehr nett und freundlich. Mein Arzt ist auch sehr nett und nimmt sich während der Anamnese entsprechend Zeit.
Kann dieses Krankenhaus nur empfehlen.
Der einzige negative Aspekt ist, dass wenig Parkplätze zur Verfügung sind und diese auch relativ teuer sind.

Und falls jemand mal unfreundlich oder gestresst rüber kommen sollte: es sind auch nur Menschen und man weiß nie was an dem Tag noch so passiert ist. Jeder kann mal n schlechten Tag haben 😊",2
145,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,1,"Achtung!!!!

Ich habe durch Bekannte und Betroffene gehört das dort mehrere falsche Operationen statt gefunden haben.Dazu kommt das selber in meiner Familie dort verstorben ist, durch sehr komische Vorkommnisse!
Die Leitubg will dazu nichts Wissen.Das Krankenhaus wird wie ein KZ geführt!",16
146,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,5,"Ich hab ja schon sehr viel negatives über das Klinikum gehört und bin sehr überrascht worden.Die Schwestern sind so lustig und nett ,das ich einen recht entspannten Aufenthalt hatte.Selbst über die Ärzte kann ich nichts schlechtes sagen.Sehr freundlich und kompetent.Ich hab mich da sehr wohl und gut aufgehoben gefühlt.Danke dafür !!!",2
147,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,1,"Leider durften wir heute wieder mal schlechte Erfahrungen in diesem Krankenhaus sammeln. Man merkt deutlich, dass die Notaufnahme mehr als überfordert ist. Es gibt keine Zimmer mehr, Patienten liegen schon auf den Fluren. Aber mein schlimmster Eindruck war, als eine verzweifelte ältere Dame einen Arzt anspricht und dieser sie komplett missachten ansieht und lautstark und deutlich genervt antwortet : wir arbeiten!  Hierzu muss man erwähnen, dass der Mann dieser Frau sich vor Schmerzen schon auf dem Wartezimmer Stuhl krümmt, seine Einweisung in der Hand und mit der akuten Lungen Entzündung kämpft.

Die Frau sackte nach dieser Antwort wieder auf ihren Sitz und fing an zu weinen.
Es half auch nicht das die Schwester aus der Leitstelle raus kamm zu ihr und sich für den Arzt entschuldigte..

Das mit anzusehen ist schon sehr traurig.",13
148,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,1,"Was will man erwarten, das Gebäude ist neu...das war es dann auch schon!!!
Völlig unsensible Schwestern, ein Arzt der kaum die Zähne auseinander gekriegt hat! 08/15 Abfertigung...ganz fürchterliches Krankenhaus!",15
149,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,5,Sehr freundlich.Von sehr gut aufgeklärt und beraten worden.Schwestern sehr freundlich.Immer wieder,0
150,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,1,"Der Hammer ich kam um 11 Uhr hier in der Notaufnahme an, hab um 13:30 gefragt ob ich mal auf Toilette kann da ich schon fast 3h warte. Alles kein Problem aber als ich wieder kam hieß es ""Sie haben ihren Aufruf verpasst, sie sind jetzt wieder ganz hinten"" ich dacht ich dreh durch... bin letztlich nach Hannover weiter...",12
151,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,1,"Ein evangelisches Krankenhaus als Geschäftsmodell ist schonmal sehr ""christlich"".
Die Lage und die Erreichbarkeit  des Klinikums sind nicht optimal.
Im Krankenhaus wurde leider am Personal gespart, was hohe Wartezeiten zur Folge hatte.
Das man für den aufenthalt auch noch Parkgebühren zahlen muss macht es nicht unbedingt besser.",14
152,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,1,"War wegen Notfall dort.
1std 45min am ekg . Kein Arzt keine Schwester. Dann der Bericht für die KK. Es wurden Untersuchungen angegeben die nie stattgefunden haben.
KK gemeldet. Keine Empfehlung von mir. Eigentlich -7 Sterne.",5
153,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 2 Jahren,5,"Nach dem man ja viel Negatives gelesen hat, war ich Freitag das erstemal selbst als Patient in der ZNA. Ich kann zu meinem Aufenthalt nichts negatives sagen, gute und freundliche Aufnahme, schnelle Behandlung. Alles zusammen 45 Minuten.",2
154,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor 3 Jahren,1,"Seit drei Stunden warte ich in der Notfallaufnahme auf einen Arzt.
Eine Frau die ernsthaft krank war und in Not war konnte nicht betreut werden, weil für die ganze Station nur ein Arzt vor war.
Super Start für die Neueröffnung
Die Angestellten sind überfordert, zu wenig Personal. Geldgeiles Krankenhaus",14
155,16,AGAPLESION EV. KLINIKUM SCHAUMBURG,vor einem Jahr,4,"Also ich weiß wirklich nicht was diese ganzen ein Stern Bewertungen für ein problem haben Ich wurde wegen ziemlich viel pech dort schon 3 mal am Arm operiert wegen 2 Armbrüchen aber darauf komm ich nochmal später zu sprechen die ärzte sind alle nett bloß einer hatte einen relativ starken Akzent deswegen war er schwer zu verstehen die chirugen Anasthesisten krankenschwestern und Ärzte sind alle sehr freundlich und man kann auch schon ein paar witze mit ihnen machen.Das erste mal wo ich in diesem Krankenhaus war war letztes jahr im november ich hatte einen Sportunfall wo ich gegen die wand gelaufen bin und reflexweise versucht habe mit rechten arn abzubremsen auf jeden fall hatte ich starke schmerzen im handgelenk und ich konnte es nicht drehen meine mutter ist mit mir in die Notaufnahme gefahren und dort bin ich auch innerhalb 5 minuten drann der Arzt hat mich dann zum röntgen geschickt wo dann herrausgefunden wurde, dass ich meine wachstumsfuge komplett eingequetscht hatte auf jeden fall wurde ich nur kurz danach operiert ungefähr nur anderthalb stunden später. Dort waren alle nett und ich konnte mit dem personal auch ein paar witze machen und auch ein bischen plappern die op ging problemlos und einen tag später wurde ich entlassen.Im Januar hatte ich leider wieder einen Sportunfall wo ich mir beide knochen im arm gebrochen habe. Ein Krankenwagen hat mich nur kurz danach abgeholt die Sanitäter waren auch sehr freundlich und haben mir auch Schmerzmittel gegeben kurz danach war ich auch schon im Krankenhaus wo ich dann von dem selben arzt behandelt wurde der mir 4 wochen davor bei der letzten kontrolle gewünscht hat das das nicht wieder passieren sollte was ein zufall. Leider haben die Schmerzmittel die ich im Krankenhaus bekommen habe fast nichts gebracht anscheinend waren sie ein opiod weil sie mir danach nur noch paracetamol gegeben haben was überhaupt nichts brachte leider ich wurde dann in den OP vorbereitungsraum geschoben wo ich auf meine OP warten sollte und hier kommt auch leider der part warum ich nur 4 sterne gebe weil ich dort für 3 stunden vergessen wurde ohne schmerzmittel und ohne irgendeine art und weise wie ich die Ärzte fragen hätte können die OP verlief für mich gut und ich hatte wieder ein Gespräch mit demselben Anästhesisten den ich schon beim ersten mal hatte gottseidank hat man mir auch nach der OP wieder richtige Schmerzmittel gegeben alles in einem ein gutes krankenhaus wo vor man keinr Angst haben sollte.",3
